meta_analytical_study,studyid,lat,lon,experiment_type,crop,crop_type,water_management,rain,irr,n_fer,p_fer,k_fer,texture,sbd,sph,soc,stn,bph,btc,btn,brate,yc_mean,yc_sd,yc_n,yr_mean,yr_sd,yr_n,clayall,sandall,clay,sand,rain_scaled,irr_scaled,n_fer_scaled,p_fer_scaled,k_fer_scaled,sbd_scaled,sph_scaled,soc_scaled,stn_scaled,bph_scaled,btc_scaled,btn_scaled,brate_scaled,clay_scaled,sand_scaled
Han22,113,36.8667,106,field,maize,grain,irrigation and rain,187,500,375,120,80,sandy loam,1.4,8.23333333333333,8.2,0.7,9.3,439.01,11.83,4.792,13240,872.34388,3,14100,843.7722,3,19.96666667,31.03333333,19.96666667,31.03333333,-0.339528837498784,3.70984486937567,1.9054349947279,0.523202561371658,-0.141230472883741,0.608871800167459,1.29006963507403,-0.394410579567695,-0.614334860708198,-0.319184336318751,-0.679483355516026,1.14513548276309,-0.899508953935122,-1.04724229844075,0.0157356073094879
Han22,138,31.2,120.8,field,wheat,grain,rainfed,1139,225,125,100,40,silty clay loam,1.25,5.6,20.26,1.81,10.7,493,11.6,15,4713,74,4,5088,156,4,30.26666667,19.9,30.26666667,19.9,1.99867567349524,-0.0572665428231415,-0.599598585451081,-0.0944058584599785,-1.19639171079914,-0.678042566914852,-0.738635558104948,2.46596966181997,1.95123846132046,1.44187542648049,-0.0239109138364378,1.01857336948731,-0.206966576198598,0.740555034983819,-0.826794883779244
Han22,139,31.2,120.8,field,wheat,grain,rainfed,1139,225,125,100,40,silty clay loam,1.25,5.6,20.26,1.81,10.7,493,11.6,7.5,4713,74,4,4913,83,4,30.26666667,19.9,30.26666667,19.9,1.99867567349524,-0.0572665428231415,-0.599598585451081,-0.0944058584599785,-1.19639171079914,-0.678042566914852,-0.738635558104948,2.46596966181997,1.95123846132046,1.44187542648049,-0.0239109138364378,1.01857336948731,-0.715789835703293,0.740555034983819,-0.826794883779244
Han22,140,31.2,120.8,field,wheat,grain,rainfed,1139,225,125,100,40,silty clay loam,1.25,5.6,20.26,1.81,10.7,493,11.6,7.5,4888,72,4,5013,151,4,30.26666667,19.9,30.26666667,19.9,1.99867567349524,-0.0572665428231415,-0.599598585451081,-0.0944058584599785,-1.19639171079914,-0.678042566914852,-0.738635558104948,2.46596966181997,1.95123846132046,1.44187542648049,-0.0239109138364378,1.01857336948731,-0.715789835703293,0.740555034983819,-0.826794883779244
Han22,141,31.2,120.8,field,wheat,grain,rainfed,1139,225,125,100,40,silty clay loam,1.25,5.6,20.26,1.81,10.7,493,11.6,15,4888,72,4,5313,288,4,30.26666667,19.9,30.26666667,19.9,1.99867567349524,-0.0572665428231415,-0.599598585451081,-0.0944058584599785,-1.19639171079914,-0.678042566914852,-0.738635558104948,2.46596966181997,1.95123846132046,1.44187542648049,-0.0239109138364378,1.01857336948731,-0.206966576198598,0.740555034983819,-0.826794883779244
Han22,142,34.3333,108.4,field,maize,grain,rainfed,281,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5294.45,252.69,4,6294.15,333.15,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.108655703009878,-0.0572665428231415,0.402414846620513,-0.403210068375797,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.681868285069647,-0.150450756941564,-0.375259081281371
Han22,143,34.3333,108.4,field,maize,grain,rainfed,281,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5294.45,252.69,4,6446.75,380.01,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.108655703009878,-0.0572665428231415,0.402414846620513,-0.403210068375797,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.139123474931305,-0.150450756941564,-0.375259081281371
Han22,144,34.3333,108.4,field,maize,grain,rainfed,284,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5587.58,280.64,4,6297.49,411.04,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.101287411483637,-0.0572665428231415,0.402414846620513,-0.403210068375797,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.681868285069647,-0.150450756941564,-0.375259081281371
Han22,145,34.3333,108.4,field,maize,grain,rainfed,284,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5587.58,280.64,4,6223.54,415.04,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.101287411483637,-0.0572665428231415,0.402414846620513,-0.403210068375797,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.139123474931305,-0.150450756941564,-0.375259081281371
Han22,146,34.3333,108.4,field,maize,grain,rainfed,380,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,4144.28,318.89,4,4215,283.62,4,25.13333333,25.86666667,25.13333333,25.86666667,0.134497917356096,-0.0572665428231415,0.402414846620513,-0.403210068375797,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.681868285069647,-0.150450756941564,-0.375259081281371
Han22,147,34.3333,108.4,field,maize,grain,rainfed,380,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,4144.28,318.89,4,4755.29,393.52,4,25.13333333,25.86666667,25.13333333,25.86666667,0.134497917356096,-0.0572665428231415,0.402414846620513,-0.403210068375797,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.139123474931305,-0.150450756941564,-0.375259081281371
Han22,148,34.3333,108.4,field,wheat,grain,rainfed,252,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,7259,347.81,4,7127.67,278.02,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.179882521096881,-0.0572665428231415,-0.349095227433182,-0.0944058584599785,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.681868285069647,-0.150450756941564,-0.375259081281371
Han22,149,34.3333,108.4,field,wheat,grain,rainfed,252,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,7259,347.81,4,6985.26,319.1,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.179882521096881,-0.0572665428231415,-0.349095227433182,-0.0944058584599785,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.139123474931305,-0.150450756941564,-0.375259081281371
Han22,150,34.3333,108.4,field,maize,grain,rainfed,293,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5587.58,385.21,4,6691.47,244.71,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.0791825369049118,-0.0572665428231415,0.402414846620513,-0.403210068375797,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.139123474931305,-0.150450756941564,-0.375259081281371
Han22,151,34.3333,108.4,field,maize,grain,rainfed,293,225,225,90,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5587.58,385.21,4,6756.94,283.610000000001,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.0791825369049118,-0.0572665428231415,0.402414846620513,-0.403210068375797,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.681868285069647,-0.150450756941564,-0.375259081281371
Han22,152,34.3333,108.4,field,wheat,grain,rainfed,234,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5152.88,411.87,4,8036.86,291.56,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.224092270254331,-0.0572665428231415,-0.349095227433182,-0.0944058584599785,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.139123474931305,-0.150450756941564,-0.375259081281371
Han22,153,34.3333,108.4,field,wheat,grain,rainfed,234,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5152.88,411.87,4,7080.97,459.78,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.224092270254331,-0.0572665428231415,-0.349095227433182,-0.0944058584599785,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.681868285069647,-0.150450756941564,-0.375259081281371
Han22,154,34.3333,108.4,field,wheat,grain,rainfed,203,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,4076.48,744.11,4,4104.72,667.62,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.300231282692162,-0.0572665428231415,-0.349095227433182,-0.0944058584599785,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.681868285069647,-0.150450756941564,-0.375259081281371
Han22,155,34.3333,108.4,field,wheat,grain,rainfed,203,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,4076.48,744.11,4,4931.65,678.06,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.300231282692162,-0.0572665428231415,-0.349095227433182,-0.0944058584599785,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.139123474931305,-0.150450756941564,-0.375259081281371
Han22,156,34.3333,108.4,field,wheat,grain,rainfed,303,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,8,5485.32,744.110000000001,4,6059.76,413.21,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.054621565150773,-0.0572665428231415,-0.349095227433182,-0.0944058584599785,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.681868285069647,-0.150450756941564,-0.375259081281371
Han22,157,34.3333,108.4,field,wheat,grain,rainfed,303,225,150,100,80,silty clay loam,1.45,8.18,8.14,0.95,10.3,489.6,10.7,16,5485.32,744.110000000001,4,6377.09,473.01,4,25.13333333,25.86666667,25.13333333,25.86666667,-0.054621565150773,-0.0572665428231415,-0.349095227433182,-0.0944058584599785,-0.141230472883741,1.03784325586156,1.24898193495901,-0.408641327037285,-0.0365030314224644,0.938715494252136,-0.0651953424660097,0.523330317538603,-0.139123474931305,-0.150450756941564,-0.375259081281371
Han22,158,60.8,23.4833,field,oats,grain,rainfed,312,225,90,100,80,clay,1.01,5.3,9.5,0.95,8.2,489.6,9.8,10.7,1740,40,5,1810,40,5,34.7,26.03333333,34.7,26.03333333,-0.032516690572048,-0.0572665428231415,-0.950303286676139,-0.0944058584599785,-0.141230472883741,-2.73710555424655,-0.96975387125192,-0.0860777177265701,-0.0365030314224644,-1.70287414994673,-0.0651953424660097,0.0280872655899021,-0.498691911647957,1.51006003552326,-0.362646349879578
Han22,159,60.8,23.4833,field,barley,grain,rainfed,289,225,98,100,80,sandy clay loam,1.01,5.3,9.5,0.95,10.8,489.6,9.8,10.7,5940,580,4,6200,820,4,34.7,26.03333333,34.7,26.03333333,-0.0890069256065674,-0.0572665428231415,-0.870142212110411,-0.0944058584599785,-0.141230472883741,-2.73710555424655,-0.96975387125192,-0.0860777177265701,-0.0365030314224644,1.56766540953758,-0.0651953424660097,0.0280872655899021,-0.498691911647957,1.51006003552326,-0.362646349879578
Han22,160,60.8,23.4833,field,oats,grain,rainfed,313,225,80,100,80,clay,1.01,5.3,9.5,0.95,9.8,489.6,9.8,10.7,2110,60,3,3190,290,3,34.7,26.03333333,34.7,26.03333333,-0.0300605933966341,-0.0572665428231415,-1.0505046298833,-0.0944058584599785,-0.141230472883741,-2.73710555424655,-0.96975387125192,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-0.498691911647957,1.51006003552326,-0.362646349879578
Han22,161,40.85,111.7333,field,tomato,vegetable,irrigation and rain,28.57327638,105,408,163,300,sandy loam,1.39,7.85,6.66,0.95,9.8,471.7,7.1,10,7258.05,478.21114035,3,9233.25,552.5361465,3,16.2,39.56666667,16.2,39.56666667,-0.728640265891943,-1.70109697723717,2.23609942731153,1.85106066400968,5.66215633565096,0.523077509028638,0.994751790497341,-0.759666431287182,-0.0365030314224644,0.309765578966693,-0.282545716721699,-1.4576418902562,-0.546182082535061,-1.70103226237524,0.661507481416669
Han22,162,40.85,111.7333,field,tomato,vegetable,irrigation and rain,28.57327638,105,408,163,300,sandy loam,1.39,7.85,6.66,0.95,9.8,471.7,7.1,20,7258.05,478.21114035,3,10452.51,1223.91910342,3,16.2,39.56666667,16.2,39.56666667,-0.728640265891943,-1.70109697723717,2.23609942731153,1.85106066400968,5.66215633565096,0.523077509028638,0.994751790497341,-0.759666431287182,-0.0365030314224644,0.309765578966693,-0.282545716721699,-1.4576418902562,0.132248930137866,-1.70103226237524,0.661507481416669
Han22,163,40.85,111.7333,field,tomato,vegetable,irrigation and rain,28.57327638,105,408,163,300,sandy loam,1.39,7.85,6.66,0.95,9.8,471.7,7.1,40,7258.05,478.21114035,3,11332.47,678.15766974,3,16.2,39.56666667,16.2,39.56666667,-0.728640265891943,-1.70109697723717,2.23609942731153,1.85106066400968,5.66215633565096,0.523077509028638,0.994751790497341,-0.759666431287182,-0.0365030314224644,0.309765578966693,-0.282545716721699,-1.4576418902562,1.48911095548372,-1.70103226237524,0.661507481416669
Han22,164,40.85,111.7333,field,tomato,vegetable,irrigation and rain,28.57327638,105,408,163,300,sandy loam,1.39,7.85,6.66,0.95,9.8,471.7,7.1,60,7258.05,478.21114035,3,10860.03,649.88591526,3,16.2,39.56666667,16.2,39.56666667,-0.728640265891943,-1.70109697723717,2.23609942731153,1.85106066400968,5.66215633565096,0.523077509028638,0.994751790497341,-0.759666431287182,-0.0365030314224644,0.309765578966693,-0.282545716721699,-1.4576418902562,2.84597298082957,-1.70103226237524,0.661507481416669
Han22,165,34.3333,108.4,field,wheat,grain,irrigation and rain,54.99626535,225,225,122.5,80,loam,1.44,7.76666666666667,11.17,0.95,9.8,489.6,10.7,2.25,6508.2,260.5,3,7668.8,342.5,3,25.13333333,25.86666667,25.13333333,25.86666667,-0.663742837316733,-0.0572665428231415,0.402414846620513,0.600403613850613,-0.141230472883741,0.952048964722742,0.930552259067627,0.310011420177029,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.523330317538603,-1.07196611735658,-0.150450756941564,-0.375259081281371
Han22,166,34.3333,108.4,field,wheat,grain,irrigation and rain,54.99626535,225,225,122.5,80,loam,1.44,7.76666666666667,11.17,0.95,9.8,489.6,10.7,2.25,3532.8,881.7,3,4290.7,240.28,3,25.13333333,25.86666667,25.13333333,25.86666667,-0.663742837316733,-0.0572665428231415,0.402414846620513,0.600403613850613,-0.141230472883741,0.952048964722742,0.930552259067627,0.310011420177029,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.523330317538603,-1.07196611735658,-0.150450756941564,-0.375259081281371
Han22,183,35.2833,108,field,wheat,grain,irrigation and rain,288.1,130,150,120,130,loam,1.29,8.44,9.5,0.52,9.8,249,8.46,15,4938.27,325.36779549,3,5679.01,339.84331642,3,23.06666667,25.23333333,23.06666667,25.23333333,-0.0912174130644398,-1.35863230340091,-0.349095227433182,0.523202561371658,1.17772107451051,-0.334865402359569,1.44928447301972,-0.0860777177265701,-1.03037377779393,0.309765578966693,-2.98667579195867,-0.709274611755943,-0.206966576198598,-0.509167372846949,-0.423187463029829
Han22,184,35.2833,108,field,wheat,grain,irrigation and rain,288.1,120,150,120,120,loam,1.29,8.44,9.5,0.52,9.8,249,8.46,15,4444.44,292.83081828,3,6255.14,374.32008788,3,23.06666667,25.23333333,23.06666667,25.23333333,-0.0912174130644398,-1.49561817293541,-0.349095227433182,0.523202561371658,0.91393076503166,-0.334865402359569,1.44928447301972,-0.0860777177265701,-1.03037377779393,0.309765578966693,-2.98667579195867,-0.709274611755943,-0.206966576198598,-0.509167372846949,-0.423187463029829
Han22,185,35.2833,108,field,wheat,grain,irrigation and rain,174.8,170,150,120,130,loam,1.29,8.44,9.5,0.52,9.8,249,8.46,15,5785.12,381.16420144,3,5681.82,340.01147244,3,23.06666667,25.23333333,23.06666667,25.23333333,-0.369493223038833,-0.810688825262904,-0.349095227433182,0.523202561371658,1.17772107451051,-0.334865402359569,1.44928447301972,-0.0860777177265701,-1.03037377779393,0.309765578966693,-2.98667579195867,-0.709274611755943,-0.206966576198598,-0.509167372846949,-0.423187463029829
Han22,186,35.2833,108,field,wheat,grain,irrigation and rain,174.8,150,150,120,120,loam,1.29,8.44,9.5,0.52,9.8,249,8.46,15,5578.51,367.55128837,3,4545.45,272.0088189,3,23.06666667,25.23333333,23.06666667,25.23333333,-0.369493223038833,-1.08466056433191,-0.349095227433182,0.523202561371658,0.91393076503166,-0.334865402359569,1.44928447301972,-0.0860777177265701,-1.03037377779393,0.309765578966693,-2.98667579195867,-0.709274611755943,-0.206966576198598,-0.509167372846949,-0.423187463029829
Han22,187,40.4,107.0333,field,maize,grain,irrigation and rain,75.6,276.02,525,225,210,sandy loam,1.51,8.25,23.04,0.95,9.8,489.6,9.8,1.05,11494.18,757.31703766,3,14076.1,842.3419762,3,20.8,26.33333333,20.8,26.33333333,-0.613138062839891,0.641635363541889,3.4084551428353,3.76564676548775,3.28804355034131,1.55260900269449,1.30290954135997,3.12532762791099,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.15337783887733,-0.902598501816692,-0.339943432448234
Han22,188,40.4,107.0333,field,maize,grain,irrigation and rain,82.6,310.14,525,225,210,sandy loam,1.51,8.25,23.04,0.95,9.8,489.6,9.8,1.05,9294.3,612.3735441,3,10671.75,638.6188635,3,20.8,26.33333333,20.8,26.33333333,-0.595945382611994,1.10903115039361,3.4084551428353,3.76564676548775,3.28804355034131,1.55260900269449,1.30290954135997,3.12532762791099,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,-1.15337783887733,-0.902598501816692,-0.339943432448234
Han22,189,33.4,120.5667,field,cotton,industrial,rainfed,1070.13731,225,150,75,112.5,sandy loam,1.44,8.19,9.5,1.13,9.3,571.4,14.7,3.5,2345,154.505015,3,2465,147.51053,3,23.53333333,9.9,23.53333333,9.9,1.82954221509483,-0.0572665428231415,-0.349095227433182,-0.866416383249524,0.716088032922523,0.952048964722742,1.25668587873058,-0.0860777177265701,0.379535885663264,-0.319184336318751,0.928059440445461,2.72441054842172,-0.987162240772464,-0.428166847570624,-1.58355879815738
Han22,190,33.4,120.5667,field,cotton,industrial,rainfed,648.76697,225,150,75,112.5,sandy loam,1.44,8.19,9.5,1.13,9.3,571.4,14.7,3.5,3931,259.001797,3,4367,261.330014,3,23.53333333,9.9,23.53333333,9.9,0.794615713217645,-0.0572665428231415,-0.349095227433182,-0.866416383249524,0.716088032922523,0.952048964722742,1.25668587873058,-0.0860777177265701,0.379535885663264,-0.319184336318751,0.928059440445461,2.72441054842172,-0.987162240772464,-0.428166847570624,-1.58355879815738
Han22,191,33.4,120.5667,field,cotton,industrial,rainfed,477.91983,225,150,75,112.5,sandy loam,1.44,8.19,9.5,1.13,9.3,571.4,14.7,3.5,4025,265.195175,3,4590,274.67478,3,23.53333333,9.9,23.53333333,9.9,0.374998535236104,-0.0572665428231415,-0.349095227433182,-0.866416383249524,0.716088032922523,0.952048964722742,1.25668587873058,-0.0860777177265701,0.379535885663264,-0.319184336318751,0.928059440445461,2.72441054842172,-0.987162240772464,-0.428166847570624,-1.58355879815738
Han22,192,33.4,120.5667,field,cotton,industrial,rainfed,526.09508,225,150,75,112.5,sandy loam,1.44,8.19,9.5,1.13,9.3,571.4,14.7,3.5,3457,227.771359,3,4294,256.961548,3,23.53333333,9.9,23.53333333,9.9,0.493321630685962,-0.0572665428231415,-0.349095227433182,-0.866416383249524,0.716088032922523,0.952048964722742,1.25668587873058,-0.0860777177265701,0.379535885663264,-0.319184336318751,0.928059440445461,2.72441054842172,-0.987162240772464,-0.428166847570624,-1.58355879815738
Han22,193,29.0333,30.3833,field,pepper,vegetable,irrigation,1.535919565,225,160,75,100,sandy clay loam,1.59,7.72,11,0.04,7.55,438,14.7,10,8600,300,3,16000,100,3,24.26666667,52.26666667,24.26666667,52.26666667,-0.795046641595921,-0.0572665428231415,-0.248893884226023,-0.866416383249524,0.38635014607396,2.23896333180505,0.894600521466986,0.26969096901319,-2.13981089002254,-2.5205090398178,-0.691747259314811,2.72441054842172,-0.546182082535061,-0.300880304875155,1.6225976526769
Han22,194,29.0333,30.3833,field,pepper,vegetable,irrigation,1.535919565,225,160,75,100,sandy clay loam,1.59,7.72,11,0.04,7.55,438,14.7,5,12100,300,3,16300,100,3,24.26666667,52.26666667,24.26666667,52.26666667,-0.795046641595921,-0.0572665428231415,-0.248893884226023,-0.866416383249524,0.38635014607396,2.23896333180505,0.894600521466986,0.26969096901319,-2.13981089002254,-2.5205090398178,-0.691747259314811,2.72441054842172,-0.885397588871525,-0.300880304875155,1.6225976526769
Han22,195,29.0333,30.3833,field,pepper,vegetable,irrigation,1.535919565,225,160,75,100,sandy clay loam,1.59,7.72,11,0.04,7.55,438,14.7,5,8600,300,3,14500,200,3,24.26666667,52.26666667,24.26666667,52.26666667,-0.795046641595921,-0.0572665428231415,-0.248893884226023,-0.866416383249524,0.38635014607396,2.23896333180505,0.894600521466986,0.26969096901319,-2.13981089002254,-2.5205090398178,-0.691747259314811,2.72441054842172,-0.885397588871525,-0.300880304875155,1.6225976526769
Han22,196,29.0333,30.3833,field,pepper,vegetable,irrigation,1.535919565,225,160,75,100,sandy clay loam,1.59,7.72,11,0.04,7.55,438,14.7,10,12100,300,3,17700,500,3,24.26666667,52.26666667,24.26666667,52.26666667,-0.795046641595921,-0.0572665428231415,-0.248893884226023,-0.866416383249524,0.38635014607396,2.23896333180505,0.894600521466986,0.26969096901319,-2.13981089002254,-2.5205090398178,-0.691747259314811,2.72441054842172,-0.546182082535061,-0.300880304875155,1.6225976526769
Han22,197,29.0333,30.3833,field,pepper,vegetable,irrigation,1.535919565,225,160,75,100,sandy clay loam,1.59,7.72,11,0.04,7.55,438,14.7,5,10400,600,3,15400,300,3,24.26666667,52.26666667,24.26666667,52.26666667,-0.795046641595921,-0.0572665428231415,-0.248893884226023,-0.866416383249524,0.38635014607396,2.23896333180505,0.894600521466986,0.26969096901319,-2.13981089002254,-2.5205090398178,-0.691747259314811,2.72441054842172,-0.885397588871525,-0.300880304875155,1.6225976526769
Han22,198,29.0333,30.3833,field,pepper,vegetable,irrigation,1.535919565,225,160,75,100,sandy clay loam,1.59,7.72,11,0.04,7.55,438,14.7,10,10400,600,3,16700,400,3,24.26666667,52.26666667,24.26666667,52.26666667,-0.795046641595921,-0.0572665428231415,-0.248893884226023,-0.866416383249524,0.38635014607396,2.23896333180505,0.894600521466986,0.26969096901319,-2.13981089002254,-2.5205090398178,-0.691747259314811,2.72441054842172,-0.546182082535061,-0.300880304875155,1.6225976526769
Han22,208,36.5667,116.8333,field,maize,grain,irrigation and rain,421,67.5,150,75,128,clay,1.65,7.06666666666667,9.5,0.95,9.8,489.6,9.8,20,8367.92,551.33714504,3,9716.87,581.47693454,3,26.53333333,25.1,26.53333333,25.1,0.235197901548066,-2.21479398799155,-0.349095227433182,-0.866416383249524,1.12496301261474,2.75372907863798,0.391276195058026,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.0925508223588632,-0.433277648302616
Han22,209,36.5667,116.8333,field,maize,grain,irrigation and rain,421,67.5,150,75,128,clay,1.65,7.06666666666667,9.5,0.95,9.8,489.6,9.8,40,8367.92,551.33714504,3,10030.84,600.26552728,3,26.53333333,25.1,26.53333333,25.1,0.235197901548066,-2.21479398799155,-0.349095227433182,-0.866416383249524,1.12496301261474,2.75372907863798,0.391276195058026,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,1.48911095548372,0.0925508223588632,-0.433277648302616
Han22,210,36.5667,116.8333,field,maize,grain,irrigation and rain,421,67.5,200,75,128,clay,1.65,7.06666666666667,9.5,0.95,9.8,489.6,9.8,20,8732.31,575.34570897,3,10240,612.78208,3,26.53333333,25.1,26.53333333,25.1,0.235197901548066,-2.21479398799155,0.151911488602615,-0.866416383249524,1.12496301261474,2.75372907863798,0.391276195058026,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.0925508223588632,-0.433277648302616
Han22,211,36.5667,116.8333,field,maize,grain,irrigation and rain,421,67.5,200,75,128,clay,1.65,7.06666666666667,9.5,0.95,9.8,489.6,9.8,40,8732.31,575.34570897,3,11749,703.083658,3,26.53333333,25.1,26.53333333,25.1,0.235197901548066,-2.21479398799155,0.151911488602615,-0.866416383249524,1.12496301261474,2.75372907863798,0.391276195058026,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,1.48911095548372,0.0925508223588632,-0.433277648302616
Han22,212,36.5667,116.8333,field,maize,grain,irrigation and rain,421,121.5,200,75,128,clay,1.65,7.06666666666667,9.5,0.95,9.8,489.6,9.8,20,9224.32,607.76277184,3,13529.42,809.62755164,3,26.53333333,25.1,26.53333333,25.1,0.235197901548066,-1.47507029250524,0.151911488602615,-0.866416383249524,1.12496301261474,2.75372907863798,0.391276195058026,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,0.132248930137866,0.0925508223588632,-0.433277648302616
Han22,213,36.5667,116.8333,field,maize,grain,irrigation and rain,421,121.5,200,75,128,clay,1.65,7.06666666666667,9.5,0.95,9.8,489.6,9.8,40,9224.32,607.76277184,3,13161.62,787.61766404,3,26.53333333,25.1,26.53333333,25.1,0.235197901548066,-1.47507029250524,0.151911488602615,-0.866416383249524,1.12496301261474,2.75372907863798,0.391276195058026,-0.0860777177265701,-0.0365030314224644,0.309765578966693,-0.0651953424660097,0.0280872655899021,1.48911095548372,0.0925508223588632,-0.433277648302616
Han22,214,31.05,35.4833,field,pepper,vegetable,rainfed,51.6,225,164,100,64,sandy clay loam,1.38,7.7,9.5,0.95,8.17,489.6,9.8,40,15200,1300,3,14500,800,3,37.2,27.36666667,37.2,27.36666667,-0.672084395049824,-0.0572665428231415,-0.208813346943159,-0.0944058584599785,-0.563294968049901,0.437283217889817,0.879192633923855,-0.0860777177265701,-0.0365030314224644,-1.74061114486385,-0.0651953424660097,0.0280872655899021,1.48911095548372,1.94399142713117,-0.261744494124651
Han22,215,31.05,35.4833,field,pepper,vegetable,rainfed,51.6,225,164,100,64,sandy clay loam,1.38,7.7,9.5,0.95,7.89,489.6,9.8,8,15200,1300,3,18300,900,3,37.2,27.36666667,37.2,27.36666667,-0.672084395049824,-0.0572665428231415,-0.208813346943159,-0.0944058584599785,-0.563294968049901,0.437283217889817,0.879192633923855,-0.0860777177265701,-0.0365030314224644,-2.0928230974237,-0.0651953424660097,0.0280872655899021,-0.681868285069647,1.94399142713117,-0.261744494124651
